lotid,deviceid,processid,operationid,parameterid,mv,wafer,usl,lsl,ucl,lcl,mean,standard_dev,target_value
F18190003.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,683.0,11,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F19160002.F1,SCL17MP0009_ProcessR4,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,611.0,8,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F18150001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,456.0,10,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F18150001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,613.0,11,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,478.0,1,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,415.0,3,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,433.0,5,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,898.0,7,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,980.0,8,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,773.0,9,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,1188.0,10,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,937.0,11,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,736.0,12,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,617.0,13,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F17400005.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,453.0,18,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F17400005.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,419.0,21,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F17400006.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,451.0,20,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,541.0,24,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F17400005.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,1263.0,7,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F17400005.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,1060.0,8,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F17400005.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,679.0,9,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F19320003.F1,SCL19MP0021_Process_R4,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,518.0,3,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F19320003.F1,SCL19MP0021_Process_R4,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,522.0,4,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F19320003.F1,SCL19MP0021_Process_R4,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,448.0,6,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F18220002.F1,SCL18MP0016,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,487.0,10,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F18220002.F1,SCL18MP0016,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,469.0,14,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F17400008.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,472.0,10,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F17400008.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,418.0,19,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F17400005.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,1208.0,3,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F17400005.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,1214.0,4,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F17400005.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,1288.0,5,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F17400005.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MWE_YEDR1.041,CP_Pad_Scan_0.16,4165.0,6,400.0,0.0,400.0,0.0,244.2282878411911,207.26874562531063,244.0
F18190003.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.465,DICD_CS_Iso_Hole_Mean,256.0,11,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F19040003.F1,SCL19MP0018,Product Flow 1.8V/3.3V w,MPH_MTCD1.467,DICD_CS_Iso_Hole_Mean,260.8,1,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F18090001.F1,SCL17MP0012,Product Flow 1.8V/3.3V w,MPH_MTCD1.465,DICD_CS_Iso_Hole_Mean,263.4,24,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F17400006.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.465,DICD_CS_Iso_Hole_Mean,267.6,2,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F17400005.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.465,DICD_CS_Iso_Hole_Mean,261.6,10,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.465,DICD_CS_Iso_Hole_Mean,263.0,6,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F17400007.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.465,DICD_CS_Iso_Hole_Mean,262.1,2,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F19160002.F1,SCL17MP0009_ProcessR4,Product Flow 1.8V/3.3V w,MPH_MTCD1.467,DICD_CS_Iso_Hole_Mean,266.1,3,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F19160002.F1,SCL17MP0009_ProcessR4,Product Flow 1.8V/3.3V w,MPH_MTCD1.467,DICD_CS_Iso_Hole_Mean,262.0,12,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F19160002.F1,SCL17MP0009_ProcessR4,Product Flow 1.8V/3.3V w,MPH_MTCD1.467,DICD_CS_Iso_Hole_Mean,259.8,22,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F17440004.F1,SCL17MP0012,Product Flow 1.8V/3.3V w,MPH_MTCD1.467,DICD_CS_Iso_Hole_Mean,256.2,3,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F17440004.F1,SCL17MP0012,Product Flow 1.8V/3.3V w,MPH_MTCD1.467,DICD_CS_Iso_Hole_Mean,256.3,23,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F17440003.F1,SCL17MP0012,Product Flow 1.8V/3.3V w,MPH_MTCD1.465,DICD_CS_Iso_Hole_Mean,256.8,11,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F17400008.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.465,DICD_CS_Iso_Hole_Mean,261.8,2,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F18410001.F1,SCL18MP0016,Product Flow 1.8V/3.3V w,MPH_MTCD1.465,DICD_CS_Iso_Hole_Mean,256.7,2,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.467,DICD_CS_Iso_Hole_Mean,257.6,16,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.467,DICD_CS_Iso_Hole_Mean,256.8,23,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F18190004.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.467,DICD_CS_Iso_Hole_Mean,256.9,3,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F18190004.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.467,DICD_CS_Iso_Hole_Mean,256.9,13,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F17400008.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.467,DICD_CS_Iso_Hole_Mean,263.0,5,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F17400008.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.467,DICD_CS_Iso_Hole_Mean,261.0,12,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F17400008.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.467,DICD_CS_Iso_Hole_Mean,265.0,22,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F17400005.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.467,DICD_CS_Iso_Hole_Mean,267.1,2,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F17400005.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.467,DICD_CS_Iso_Hole_Mean,258.7,12,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F17400005.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.467,DICD_CS_Iso_Hole_Mean,262.5,16,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F17440001.F1,SCL17MP0011,Product Flow 1.8V/3.3V w,MPH_MTCD1.467,DICD_CS_Iso_Hole_Mean,257.1,1,255.0,225.0,255.0,225.0,250.51461538461533,7.0337956224698575,250.0
F18150001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_3SIGMA,24.9,1,20.0,0.0,20.0,0.0,6.28169014084507,3.238194482445926,6.0
F17410001.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.443,DICD_GC_ISO_LINE_MEAN,192.9,2,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F18190004.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.443,DICD_GC_ISO_LINE_MEAN,189.1,4,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F18190004.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,191.2,2,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F18190004.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,191.4,10,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F19290001.F1,SCL19MP0021_Process_R4,Product Flow 1.8V/3.3V w,MPH_MTCD1.443,DICD_GC_ISO_LINE_MEAN,193.6,4,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F17440004.F1,SCL17MP0012,Product Flow 1.8V/3.3V w,MPH_MTCD1.443,DICD_GC_ISO_LINE_MEAN,190.1,4,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F17530002.F1,SCL16MP0006_REV2_DIGITAL_ModemSpecific,Product Flow 1.8V/3.3V w,MPH_MTCD1.443,DICD_GC_ISO_LINE_MEAN,186.0,4,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F18150001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.443,DICD_GC_ISO_LINE_MEAN,190.0,4,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F17530003.F1,SCL16MP0006_REV2_DIGITAL_ModemSpecific,Product Flow 1.8V/3.3V w,MPH_MTCD1.443,DICD_GC_ISO_LINE_MEAN,191.6,8,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F17400003.F1,SCL17MP0011,Product Flow 1.8V/3.3V w,MPH_MTCD1.443,DICD_GC_ISO_LINE_MEAN,208.8,14,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F18220001.F1,SCL18MP0016,Product Flow 1.8V/3.3V w,MPH_MTCD1.443,DICD_GC_ISO_LINE_MEAN,190.5,5,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F17400003.F1,SCL17MP0011,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,193.2,1,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F18140004.F1,SCL04MP0616_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,192.4,5,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F18140004.F1,SCL04MP0616_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,190.7,7,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F18140004.F1,SCL04MP0616_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,192.2,9,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F18140004.F1,SCL04MP0616_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,191.6,1,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F18140004.F1,SCL04MP0616_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,190.6,3,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F17530003.F1,SCL16MP0006_REV2_DIGITAL_ModemSpecific,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,186.4,3,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F17530003.F1,SCL16MP0006_REV2_DIGITAL_ModemSpecific,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,187.6,14,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F18220001.F1,SCL18MP0016,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,193.4,3,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F19320003.F1,SCL19MP0021_Process_R4,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,209.0,1,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F19320003.F1,SCL19MP0021_Process_R4,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,209.0,11,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F18070001.F2,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,210.0,5,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F18070001.F2,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,210.0,24,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F17530003.F1,SCL16MP0006_REV2_DIGITAL_ModemSpecific,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,187.0,24,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F17530002.F1,SCL16MP0006_REV2_DIGITAL_ModemSpecific,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,188.3,1,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F17530002.F1,SCL16MP0006_REV2_DIGITAL_ModemSpecific,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,189.9,11,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F17530002.F1,SCL16MP0006_REV2_DIGITAL_ModemSpecific,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,187.1,21,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F18220001.F1,SCL18MP0016,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,192.5,13,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F18190001.F1,SCL17MP0013,Product Flow 1.8V/3.3V w,MPH_MTCD1.445,DICD_GC_ISO_LINE_MEAN,193.8,10,206.0,194.0,206.0,194.0,197.8338028169014,4.509137882468509,197.0
F17440001.F1,SCL17MP0011,Product Flow 1.8V/3.3V w,MPH_MTCD1.452,DICD_HN_Iso_Space_3Sigma,91.6,4,80.0,0.0,80.0,0.0,66.28828125000003,17.982518287263648,66.0
F17440001.F1,SCL17MP0011,Product Flow 1.8V/3.3V w,MPH_MTCD1.452,DICD_HN_Iso_Space_3Sigma,90.8,24,80.0,0.0,80.0,0.0,66.28828125000003,17.982518287263648,66.0
F17400009.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.452,DICD_HN_Iso_Space_3Sigma,86.0,20,80.0,0.0,80.0,0.0,66.28828125000003,17.982518287263648,66.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.452,DICD_HN_Iso_Space_3Sigma,83.7,15,80.0,0.0,80.0,0.0,66.28828125000003,17.982518287263648,66.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.452,DICD_HN_Iso_Space_3Sigma,87.7,23,80.0,0.0,80.0,0.0,66.28828125000003,17.982518287263648,66.0
F17530006.F1,SCL17MP0014,Product Flow 1.8V/3.3V w,MPH_MTCD1.452,DICD_HN_Iso_Space_3Sigma,91.2,14,80.0,0.0,80.0,0.0,66.28828125000003,17.982518287263648,66.0
F17530006.F1,SCL17MP0014,Product Flow 1.8V/3.3V w,MPH_MTCD1.452,DICD_HN_Iso_Space_3Sigma,86.1,20,80.0,0.0,80.0,0.0,66.28828125000003,17.982518287263648,66.0
F18190004.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.452,DICD_HN_Iso_Space_3Sigma,86.3,3,80.0,0.0,80.0,0.0,66.28828125000003,17.982518287263648,66.0
F18190004.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.452,DICD_HN_Iso_Space_3Sigma,91.9,13,80.0,0.0,80.0,0.0,66.28828125000003,17.982518287263648,66.0
F17410002.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.452,DICD_HN_Iso_Space_3Sigma,153.8,22,80.0,0.0,80.0,0.0,66.28828125000003,17.982518287263648,66.0
F17400009.F1,SCL16MP0005_REV2,Product Flow 1.8V/3.3V w,MPH_MTCD1.451,DICD_HN_Iso_Space_3Sigma,81.0,6,80.0,0.0,80.0,0.0,66.28828125000003,17.982518287263648,66.0
F18220002.F1,SCL18MP0016,Product Flow 1.8V/3.3V w,MPH_MTCD1.452,DICD_HN_Iso_Space_3Sigma,81.8,3,80.0,0.0,80.0,0.0,66.28828125000003,17.982518287263648,66.0
F18220002.F1,SCL18MP0016,Product Flow 1.8V/3.3V w,MPH_MTCD1.452,DICD_HN_Iso_Space_3Sigma,84.3,10,80.0,0.0,80.0,0.0,66.28828125000003,17.982518287263648,66.0
F19160002.F1,SCL17MP0009_ProcessR4,Product Flow 1.8V/3.3V w,MPH_MTCD1.452,DICD_HN_Iso_Space_3Sigma,91.8,13,80.0,0.0,80.0,0.0,66.28828125000003,17.982518287263648,66.0
F19160002.F1,SCL17MP0009_ProcessR4,Product Flow 1.8V/3.3V w,MPH_MTCD1.452,DICD_HN_Iso_Space_3Sigma,94.8,23,80.0,0.0,80.0,0.0,66.28828125000003,17.982518287263648,66.0
F17450002.F1,SCL04MP0616_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.452,DICD_HN_Iso_Space_3Sigma,136.6,25,80.0,0.0,80.0,0.0,66.28828125000003,17.982518287263648,66.0
F17440001.F1,SCL17MP0011,Product Flow 1.8V/3.3V w,MPH_MTCD1.450,DICD_HP_Iso_Space_3Sigma,85.5,23,80.0,0.0,80.0,0.0,62.75967741935482,15.559207241257393,62.0
F19160002.F1,SCL17MP0009_ProcessR4,Product Flow 1.8V/3.3V w,MPH_MTCD1.450,DICD_HP_Iso_Space_3Sigma,99.1,13,80.0,0.0,80.0,0.0,62.75967741935482,15.559207241257393,62.0
F19160002.F1,SCL17MP0009_ProcessR4,Product Flow 1.8V/3.3V w,MPH_MTCD1.450,DICD_HP_Iso_Space_3Sigma,92.6,23,80.0,0.0,80.0,0.0,62.75967741935482,15.559207241257393,62.0
F17410002.F1,SCL16MP0006_REV1,Product Flow 1.8V/3.3V w,MPH_MTCD1.450,DICD_HP_Iso_Space_3Sigma,99.7,23,80.0,0.0,80.0,0.0,62.75967741935482,15.559207241257393,62.0
F17440001.F1,SCL17MP0011,Product Flow 1.8V/3.3V w,MPH_MTCD1.450,DICD_HP_Iso_Space_3Sigma,84.3,3,80.0,0.0,80.0,0.0,62.75967741935482,15.559207241257393,62.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.449,DICD_HP_Iso_Space_3Sigma,86.1,23,80.0,0.0,80.0,0.0,62.75967741935482,15.559207241257393,62.0
F19160002.F1,SCL17MP0009_ProcessR4,Product Flow 1.8V/3.3V w,MPH_MTCD1.449,DICD_HP_Iso_Space_3Sigma,87.8,2,80.0,0.0,80.0,0.0,62.75967741935482,15.559207241257393,62.0
F18190001.F1,SCL17MP0013,Product Flow 1.8V/3.3V w,MPH_MTCD1.449,DICD_HP_Iso_Space_3Sigma,87.8,2,80.0,0.0,80.0,0.0,62.75967741935482,15.559207241257393,62.0
F17440001.F1,SCL17MP0011,Product Flow 1.8V/3.3V w,MPH_MTCD1.449,DICD_HP_Iso_Space_3Sigma,91.9,4,80.0,0.0,80.0,0.0,62.75967741935482,15.559207241257393,62.0
F18070001.F1,SCL18MP0015,Product Flow 1.8V/3.3V w,MPH_MTCD1.450,DICD_HP_Iso_Space_3Sigma,81.0,15,80.0,0.0,80.0,0.0,62.75967741935482,15.559207241257393,62.0
